Satellite Name,Orbital Location,Beam Name,Type,Frequency Range (MHz),EIRP (dBW) / G/T (dB/K),Service Area 1,Service Area 2,Service Area 3,Service Area 4,Service Area 5,Service Area 6,Band,Bandwidth Capacity (MHz),Modulation,FEC,Integrated
INTELSAT 31,-95.05,CBC,Transmit,11700.0 - 12200.0,47.2 (EIRP),Southwestern United States,,,,,,"X-Band, Ku-Band",36,QPSK,0.5,1
INTELSAT 32,-43.1,RHU,Receive,12750.0 - 13250.0,-98.0 (G/T),Brazil,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,RVUL,Receive,12750.0 - 13250.0,-98.0 (G/T),Brazil,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,B1HU,Receive,12750.0 - 13250.0,-98.0 (G/T),Brazil,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,B8HU,Receive,12750.0 - 13250.0,-98.0 (G/T),Brazil,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,BGH,Receive,12750.0 - 13250.0,-98.0 (G/T),Brazil,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,BGV,Receive,12750.0 - 13250.0,-98.0 (G/T),Brazil,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,U1VU,Receive,13750.0 - 14500.0,-106.4 (G/T),Europe,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,U2H,Receive,13750.0 - 14500.0,-106.3 (G/T),Atlantic Region,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,U3VU,Receive,13750.0 - 14500.0,-106.6 (G/T),Atlantic Region,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,U4H,Receive,13750.0 - 14500.0,-106.3 (G/T),Atlantic Region,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,U5H,Receive,13750.0 - 14500.0,-106.4 (G/T),North America,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,U6VU,Receive,13750.0 - 14500.0,-106.8 (G/T),North America,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,U7H,Receive,13750.0 - 14500.0,-105.8 (G/T),North America,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,U9VU,Receive,13750.0 - 14500.0,-106.0 (G/T),North America,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,UAV,Receive,13750.0 - 14500.0,-106.0 (G/T),North America,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,UBH,Receive,13750.0 - 14500.0,-106.1 (G/T),North America,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,UCV,Receive,13750.0 - 14500.0,-105.8 (G/T),North America,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,UDH,Receive,13750.0 - 14500.0,-105.9 (G/T),North America,Central America,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,UEV,Receive,13750.0 - 14500.0,-106.5 (G/T),Caribbean,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,UFH,Receive,13750.0 - 14500.0,-105.9 (G/T),Caribbean,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,UGV,Receive,13750.0 - 14500.0,-106.4 (G/T),Caribbean,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,G9H,Receive,28650.0 - 30000.0,-107.0 (G/T),North America,,,,,,Ka-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,G9V,Receive,28650.0 - 30000.0,-107.0 (G/T),North America,,,,,,Ka-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,GBH,Receive,28650.0 - 30000.0,-107.3 (G/T),North America,,,,,,Ka-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,GBV,Receive,28650.0 - 30000.0,-107.4 (G/T),North America,,,,,,Ka-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,WBH,Receive,13750.0 - 14500.0,-102.3 (G/T),North America,Atlantic Region,Europe,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,NLH,Transmit,10700.0 - 12200.0,55.9 (EIRP),Brazil,,,,,,"X-Band, Ku-Band",36,QPSK,0.5,1
INTELSAT 32,-43.1,NLVD,Transmit,10700.0 - 12200.0,55.9 (EIRP),Brazil,,,,,,"X-Band, Ku-Band",36,QPSK,0.5,1
INTELSAT 32,-43.1,NEH,Transmit,10700.0 - 12200.0,54.0 (EIRP),Brazil,,,,,,"X-Band, Ku-Band",36,QPSK,0.5,1
INTELSAT 32,-43.1,NEV,Transmit,10700.0 - 12200.0,54.0 (EIRP),Brazil,,,,,,"X-Band, Ku-Band",36,QPSK,0.5,1
INTELSAT 32,-43.1,U1H,Transmit,18850.0 - 20200.0,61.1 (EIRP),Europe,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,U2VD,Transmit,18850.0 - 20200.0,61.6 (EIRP),Atlantic Region,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,U3H,Transmit,18850.0 - 20200.0,61.3 (EIRP),Atlantic Region,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,U4VD,Transmit,18850.0 - 20200.0,61.3 (EIRP),Atlantic Region,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,U5VD,Transmit,18850.0 - 20200.0,61.1 (EIRP),North America,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,U6H,Transmit,18850.0 - 20200.0,61.4 (EIRP),North America,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,U7VD,Transmit,18850.0 - 20200.0,61.2 (EIRP),North America,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,U9H,Transmit,18850.0 - 20200.0,61.1 (EIRP),North America,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,UAH,Transmit,18850.0 - 20200.0,61.1 (EIRP),North America,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,UBV,Transmit,18850.0 - 20200.0,61.0 (EIRP),North America,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,UCH,Transmit,18850.0 - 20200.0,61.1 (EIRP),North America,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,UDV,Transmit,18850.0 - 20200.0,60.6 (EIRP),North America,Central America,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,UEH,Transmit,18850.0 - 20200.0,61.0 (EIRP),Caribbean,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,UFV,Transmit,18850.0 - 20200.0,61.3 (EIRP),Caribbean,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,UGH,Transmit,18850.0 - 20200.0,61.2 (EIRP),Caribbean,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,G9H,Transmit,18850.0 - 20200.0,61.0 (EIRP),North America,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,G9V,Transmit,18850.0 - 20200.0,60.7 (EIRP),North America,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,GBH,Transmit,18850.0 - 20200.0,60.7 (EIRP),North America,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,GBV,Transmit,18850.0 - 20200.0,60.5 (EIRP),North America,,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 32,-43.1,WBV,Transmit,18850.0 - 20200.0,47.4 (EIRP),North America,Atlantic Region,Europe,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 33e,60,CSLU,Receive,5850.0 - 6725.0,0.6 (G/T),Sub-Saharan Africa,,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 33e,60,CSR,Receive,5850.0 - 6725.0,0.6 (G/T),Sub-Saharan Africa,,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 33e,60,CGL,Receive,5850.0 - 6725.0,-5.8 (G/T),Global,,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 33e,60,CGR,Receive,5850.0 - 6725.0,-5.8 (G/T),Global,,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 33e,60,CULU,Receive,5850.0 - 6725.0,11.1 (G/T),Central Africa,Europe,Middle East,South Asia,Australia,,C-Band,72,QPSK,0.42,1
INTELSAT 33e,60,CUR,Receive,5850.0 - 6725.0,11.1 (G/T),Central Africa,Europe,Middle East,South Asia,Australia,,C-Band,72,QPSK,0.42,1
INTELSAT 33e,60,KUH,Receive,13750.0 - 14500.0,14.9 (G/T),Africa,Europe,Middle East,Asia,,,Ku-Band,72,QPSK,0.42,1
INTELSAT 33e,60,KUV,Receive,13750.0 - 14500.0,14.6 (G/T),Africa,Europe,Middle East,Asia,,,Ku-Band,72,QPSK,0.42,1
INTELSAT 33e,60,CSLD,Transmit,3625.0 - 4200.0,42.2 (EIRP),Sub-Saharan Africa,,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 33e,60,CSR,Transmit,3625.0 - 4200.0,42.3 (EIRP),Sub-Saharan Africa,,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 33e,60,CGL,Transmit,3625.0 - 4200.0,36.3 (EIRP),Global,,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 33e,60,CGR,Transmit,3625.0 - 4200.0,36.3 (EIRP),Global,,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 33e,60,CULD,Transmit,3625.0 - 4200.0,51.7 (EIRP),Central Africa,Europe,Middle East,South Asia,Australia,,C-Band,72,QPSK,0.42,1
INTELSAT 33e,60,CUR,Transmit,3625.0 - 4200.0,51.6 (EIRP),Central Africa,Europe,Middle East,South Asia,Australia,,C-Band,72,QPSK,0.42,1
INTELSAT 33e,60,KUH,Transmit,10950.0 - 12750.0,58.1 (EIRP),Africa,Europe,Middle East,Asia,,,"X-Band, Ku-Band",72,QPSK,0.42,1
INTELSAT 33e,60,KUV,Transmit,10950.0 - 12750.0,57.6 (EIRP),Africa,Europe,Middle East,Asia,,,"X-Band, Ku-Band",72,QPSK,0.42,1
INTELSAT 34,-55.5,HHU,Receive,5925.0 - 6425.0,1.0 (G/T),North America,South America,Europe,,,,C-Band,72,QPSK,0.5,1
INTELSAT 34,-55.5,HVUL,Receive,5925.0 - 6425.0,0.9 (G/T),North America,South America,Europe,,,,C-Band,72,QPSK,0.5,1
INTELSAT 34,-55.5,BHUL,Receive,14000.0 - 14500.0,8.0 (G/T),Brazil,,,,,,Ku-Band,72,QPSK,0.5,1
INTELSAT 34,-55.5,BVUL,Receive,14000.0 - 14500.0,8.0 (G/T),Brazil,,,,,,Ku-Band,72,QPSK,0.5,1
INTELSAT 34,-55.5,NHU,Receive,14000.0 - 14500.0,0.6 (G/T),United States,Mexico,Central America,Caribbean,Europe,Atlantic Ocean,Ku-Band,36,QPSK,0.5,1
INTELSAT 34,-55.5,HHD,Transmit,3700.0 - 4200.0,41.2 (EIRP),North America,South America,Europe,,,,C-Band,72,QPSK,0.5,1
INTELSAT 34,-55.5,HVDL,Transmit,3700.0 - 4200.0,41.1 (EIRP),North America,South America,Europe,,,,C-Band,72,QPSK,0.5,1
INTELSAT 34,-55.5,BHDL,Transmit,11700.0 - 12200.0,54.4 (EIRP),Brazil,,,,,,"X-Band, Ku-Band",72,QPSK,0.5,1
INTELSAT 34,-55.5,BVDL,Transmit,11700.0 - 12200.0,54.4 (EIRP),Brazil,,,,,,"X-Band, Ku-Band",72,QPSK,0.5,1
INTELSAT 34,-55.5,NVDL,Transmit,11450.0 - 11700.0,46.8 (EIRP),United States,Mexico,Central America,Caribbean,Europe,Atlantic Ocean,X-Band,36,QPSK,0.5,1
INTELSAT 35e,-34.5,CSLU,Receive,5850.0 - 6425.0,-108.0 (G/T),Caribbean,,,,,,C-Band,36,QPSK,0.691,1
INTELSAT 35e,-34.5,CSR,Receive,5850.0 - 6425.0,-108.0 (G/T),Caribbean,,,,,,C-Band,36,QPSK,0.691,1
INTELSAT 35e,-34.5,CGL,Receive,5850.0 - 6425.0,-102.9 (G/T),Global,,,,,,C-Band,36,QPSK,0.691,1
INTELSAT 35e,-34.5,CGR,Receive,5850.0 - 6425.0,-102.9 (G/T),Global,,,,,,C-Band,36,QPSK,0.691,1
INTELSAT 35e,-34.5,CSLD,Transmit,3625.0 - 4200.0,51.0 (EIRP),Caribbean,,,,,,C-Band,36,QPSK,0.691,1
INTELSAT 35e,-34.5,CSR,Transmit,3625.0 - 4200.0,51.0 (EIRP),Caribbean,,,,,,C-Band,36,QPSK,0.691,1
INTELSAT 35e,-34.5,CGL,Transmit,3625.0 - 4200.0,37.3 (EIRP),Global,,,,,,C-Band,36,QPSK,0.691,1
INTELSAT 35e,-34.5,CGR,Transmit,3625.0 - 4200.0,37.3 (EIRP),Global,,,,,,C-Band,36,QPSK,0.691,1
INTELSAT 35e,-34.5,KCH,Receive,13750.0 - 14500.0,-110.4 (G/T),Europe,Mediterranean,,,,,Ku-Band,54,QPSK,0.691,1
INTELSAT 35e,-34.5,KCV,Receive,13750.0 - 14500.0,-110.4 (G/T),Europe,Mediterranean,,,,,Ku-Band,54,QPSK,0.691,1
INTELSAT 35e,-34.5,KMH,Receive,13750.0 - 14500.0,-110.8 (G/T),Europe,West Africa,,,,,Ku-Band,54,QPSK,0.691,1
INTELSAT 35e,-34.5,KMV,Receive,13750.0 - 14500.0,-110.8 (G/T),Europe,West Africa,,,,,Ku-Band,54,QPSK,0.691,1
INTELSAT 35e,-34.5,KAH,Receive,13750.0 - 14500.0,-106.7 (G/T),South America,Caribbean,Greenland,Europe,West Africa,,Ku-Band,54,QPSK,0.691,1
INTELSAT 35e,-34.5,KCH,Transmit,10950.0 - 11700.0,53.7 (EIRP),Europe,Mediterranean,,,,,X-Band,54,QPSK,0.691,1
INTELSAT 35e,-34.5,KCV,Transmit,10950.0 - 11700.0,56.0 (EIRP),Europe,Mediterranean,,,,,X-Band,54,QPSK,0.691,1
INTELSAT 35e,-34.5,KMH,Transmit,10950.0 - 11700.0,55.3 (EIRP),Europe,West Africa,,,,,X-Band,54,QPSK,0.691,1
INTELSAT 35e,-34.5,KMV,Transmit,10950.0 - 11700.0,55.7 (EIRP),Europe,West Africa,,,,,X-Band,54,QPSK,0.691,1
INTELSAT 35e,-34.5,KAV,Transmit,10950.0 - 11700.0,49.5 (EIRP),South America,Caribbean,Greenland,Europe,West Africa,,X-Band,54,QPSK,0.691,1
Intelsat 37e,-18,CELU,Receive,5850 - 6425,-1.0 (G/T),Africa,Europe,,,,,C-Band,226.55,8PSK,0.75,1
Intelsat 37e,-18,CER,Receive,5850 - 6425,-1.0 (G/T),Africa,Europe,,,,,C-Band,213.5,8PSK,0.75,1
Intelsat 37e,-18,KZVU,Receive,13750 - 14000,12.0 (G/T),Algeria,,,,,,Ku-Band,164.1,8PSK,0.75,1
Intelsat 37e,-18,C1LU,Receive,5850 - 6650,13.0 (G/T),Central Africa,,,,,,C-Band,213.5,8PSK,0.75,1
Intelsat 37e,-18,C1R,Receive,5850 - 6650,13.0 (G/T),Central Africa,,,,,,C-Band,213.5,8PSK,0.75,1
Intelsat 37e,-18,C2LU,Receive,5850 - 6650,13.0 (G/T),Latin America,,,,,,C-Band,132.8,8PSK,0.75,1
Intelsat 37e,-18,C2R,Receive,5850 - 6650,13.0 (G/T),Latin America,,,,,,C-Band,213.5,8PSK,0.75,1
Intelsat 37e,-18,C3LU,Receive,5850 - 6650,12.0 (G/T),South America,,,,,,C-Band,213.5,8PSK,0.75,1
Intelsat 37e,-18,C3R,Receive,5850 - 6650,12.0 (G/T),South America,,,,,,C-Band,213.5,8PSK,0.75,1
Intelsat 37e,-18,C4R,Receive,5850 - 6650,12.0 (G/T),Falkland Islands,,,,,,C-Band,213.5,8PSK,0.75,1
Intelsat 37e,-18,CALU,Receive,5850 - 6425,3.0 (G/T),Central Africa,,,,,,C-Band,213.5,8PSK,0.75,1
Intelsat 37e,-18,CAR,Receive,5850 - 6425,3.0 (G/T),Central Africa,,,,,,C-Band,213.5,8PSK,0.75,1
Intelsat 37e,-18,CGL,Receive,5850 - 6425,-6.0 (G/T),Global,,,,,,C-Band,75.5,8PSK,0.75,1
Intelsat 37e,-18,CGR,Receive,5850 - 6425,-6.0 (G/T),Global,,,,,,C-Band,75.5,8PSK,0.75,1
Intelsat 37e,-18,KUV,Receive,13750 - 14500,14.0 (G/T),Africa,Europe,Middle East,North America,Asia,,Ku-Band,125,8PSK,0.75,1
Intelsat 37e,-18,KUH,Receive,13750 - 14500,14.0 (G/T),Africa,Europe,Middle East,North America,Asia,,Ku-Band,125,8PSK,0.75,1
Intelsat 37e,-18,K56U,Receive,14000 - 14500,10.0 (G/T),Central Atlantic,,,,,,Ku-Band,109.4,8PSK,0.75,1
Intelsat 37e,-18,KSH,Receive,13750 - 14500,12.0 (G/T),Europe,Middle East,Asia,,,,Ku-Band,109.4,8PSK,0.75,1
Intelsat 37e,-18,KSV,Receive,13750 - 14500,12.0 (G/T),Europe,Middle East,Asia,,,,Ku-Band,109.4,8PSK,0.75,1
Intelsat 37e,-18,KGV,Receive,13000 - 14500,14.0 (G/T),Africa,South America,Europe,,,,Ku-Band,250,8PSK,0.75,1
Intelsat 37e,-18,KGH,Receive,13000 - 14500,14.0 (G/T),Africa,South America,Europe,,,,Ku-Band,250,8PSK,0.75,1
Intelsat 37e,-18,ASLU,Receive,28350 - 30000,11.0 (G/T),Global,,,,,,Ka-Band,440.1,8PSK,0.75,1
Intelsat 37e,-18,ASR,Receive,28350 - 30000,11.0 (G/T),Global,,,,,,Ka-Band,440.1,8PSK,0.75,1
Intelsat 37e,-18,CML,Receive,5850 - 6425,1.0 (G/T),South America,,,,,,C-Band,213.5,8PSK,0.75,1
Intelsat 37e,-18,CMR,Receive,5850 - 6425,1.0 (G/T),South America,,,,,,C-Band,213.5,8PSK,0.75,1
Intelsat 37e,-18,CELD,Transmit,3400 - 4200,43.3 (EIRP),Africa,Europe,,,,,C-Band,231.7,8PSK,0.75,1
Intelsat 37e,-18,CER,Transmit,3400 - 4200,43.3 (EIRP),Africa,Europe,,,,,C-Band,213.5,8PSK,0.75,1
Intelsat 37e,-18,KZH,Transmit,10700 - 11700,51.5 (EIRP),Algeria,,,,,,X-Band,164.1,8PSK,0.75,1
Intelsat 37e,-18,C1LD,Transmit,3400 - 4200,52.1 (EIRP),Central Africa,,,,,,C-Band,411.4,8PSK,0.75,1
Intelsat 37e,-18,C1R,Transmit,3400 - 4200,52.1 (EIRP),Central Africa,,,,,,C-Band,213.5,8PSK,0.75,1
Intelsat 37e,-18,C2LD,Transmit,3400 - 4200,52.1 (EIRP),Latin America,,,,,,C-Band,210.9,8PSK,0.75,1
Intelsat 37e,-18,C2R,Transmit,3400 - 4200,52.1 (EIRP),Latin America,,,,,,C-Band,213.5,8PSK,0.75,1
Intelsat 37e,-18,C3LD,Transmit,3400 - 4200,51.8 (EIRP),South America,,,,,,C-Band,210.9,8PSK,0.75,1
Intelsat 37e,-18,C3R,Transmit,3400 - 4200,51.8 (EIRP),South America,,,,,,C-Band,213.5,8PSK,0.75,1
Intelsat 37e,-18,C4LD,Transmit,3400 - 4200,51.4 (EIRP),Falkland Islands,,,,,,C-Band,210.9,8PSK,0.75,1
Intelsat 37e,-18,CALD,Transmit,3400 - 4200,47.9 (EIRP),Central Africa,,,,,,C-Band,229.1,8PSK,0.75,1
Intelsat 37e,-18,CAR,Transmit,3400 - 4200,47.9 (EIRP),Central Africa,,,,,,C-Band,213.5,8PSK,0.75,1
Intelsat 37e,-18,CGL,Transmit,3400 - 4200,38.0 (EIRP),Global,,,,,,C-Band,75.5,8PSK,0.75,1
Intelsat 37e,-18,CGR,Transmit,3400 - 4200,38.0 (EIRP),Global,,,,,,C-Band,75.5,8PSK,0.75,1
Intelsat 37e,-18,KUH,Transmit,10700 - 12750,51.0 (EIRP),Africa,Europe,Middle East,South America,North America,Asia,"X-Band, Ku-Band",125,8PSK,0.75,1
Intelsat 37e,-18,KUV,Transmit,10700 - 12750,51.0 (EIRP),Africa,Europe,Middle East,South America,North America,Asia,"X-Band, Ku-Band",125,8PSK,0.75,1
Intelsat 37e,-18,K56D,Transmit,10700 - 11700,50.3 (EIRP),Central Atlantic,,,,,,X-Band,109.4,8PSK,0.75,1
Intelsat 37e,-18,KSH,Transmit,10700 - 12750,56.0 (EIRP),Europe,Middle East,Asia,,,,"X-Band, Ku-Band",109.4,8PSK,0.75,1
Intelsat 37e,-18,KSV,Transmit,10700 - 12750,56.0 (EIRP),Europe,Middle East,Asia,,,,"X-Band, Ku-Band",109.4,8PSK,0.75,1
Intelsat 37e,-18,KGH,Transmit,10700 - 12750,50.8 (EIRP),Africa,South America,Europe,,,,"X-Band, Ku-Band",250,8PSK,0.75,1
Intelsat 37e,-18,KGV,Transmit,10700 - 12750,50.8 (EIRP),Africa,South America,Europe,,,,"X-Band, Ku-Band",250,8PSK,0.75,1
Intelsat 37e,-18,ASLD,Transmit,18300 - 20200,58.0 (EIRP),Global,,,,,,Ku-Band,440.1,8PSK,0.75,1
Intelsat 37e,-18,ASR,Transmit,18300 - 20200,58.0 (EIRP),Global,,,,,,Ku-Band,440.1,8PSK,0.75,1
Intelsat 37e,-18,CML,Transmit,3400 - 4200,46 (EIRP),Global,,,,,,C-Band,213.5,8PSK,0.75,1
INTELSAT 39,62,WHLU,Receive,5850.0 - 6425.0,3.6 (G/T),Africa,Europe,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 39,62,WHRU,Receive,5850.0 - 6425.0,3.6 (G/T),Africa,Europe,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 39,62,MZLU,Receive,5850.0 - 6010.0,10.0 (G/T),Mozambique,,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 39,62,MZRU,Receive,5850.0 - 6010.0,10.0 (G/T),Mozambique,,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 39,62,EHLU,Receive,5850.0 - 6425.0,3.1 (G/T),Asia,Australia,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 39,62,EHRU,Receive,5850.0 - 6425.0,3.2 (G/T),Asia,Australia,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 39,62,MEHU,Receive,14000.0 - 14500.0,6.1 (G/T),Middle East,,,,,,Ku-Band,72,QPSK,0.42,1
INTELSAT 39,62,MEVU,Receive,14000.0 - 14250.0,6.1 (G/T),Middle East,,,,,,Ku-Band,72,QPSK,0.42,1
INTELSAT 39,62,S1HU,Receive,14000.0 - 14250.0,12.0 (G/T),Global,,,,,,Ku-Band,72,QPSK,0.42,1
INTELSAT 39,62,EUHU,Receive,13750.0 - 14250.0,10.1 (G/T),Europe,,,,,,Ku-Band,72,QPSK,0.42,1
INTELSAT 39,62,EUVU,Receive,13750.0 - 14500.0,10.1 (G/T),Europe,,,,,,Ku-Band,72,QPSK,0.42,1
INTELSAT 39,62,WHRD,Transmit,3625.0 - 4200.0,44.1 (EIRP),Africa,Europe,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 39,62,WHLD,Transmit,3625.0 - 4200.0,44.1 (EIRP),Africa,Europe,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 39,62,MZRD,Transmit,3625.0 - 3785.0,51.6 (EIRP),Mozambique,,,,,,L-Band,72,QPSK,0.42,1
INTELSAT 39,62,MZLD,Transmit,3625.0 - 3785.0,51.6 (EIRP),Mozambique,,,,,,L-Band,72,QPSK,0.42,1
INTELSAT 39,62,EHRD,Transmit,3625.0 - 4200.0,43.9 (EIRP),Asia,Australia,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 39,62,EHLD,Transmit,3625.0 - 4200.0,43.9 (EIRP),Asia,Australia,,,,,C-Band,72,QPSK,0.42,1
INTELSAT 39,62,MEVD,Transmit,10950.0 - 11200.0,52.7 (EIRP),Middle East,,,,,,X-Band,72,QPSK,0.42,1
INTELSAT 39,62,MEVE,Transmit,11450.0 - 11700.0,52.7 (EIRP),Middle East,,,,,,X-Band,72,QPSK,0.42,1
INTELSAT 39,62,S1VD,Transmit,10950.0 - 11200.0,57.2 (EIRP),Global,,,,,,X-Band,72,QPSK,0.42,1
INTELSAT 39,62,S1HD,Transmit,10700.0 - 11700.0,57.2 (EIRP),Global,,,,,,X-Band,72,QPSK,0.42,1
INTELSAT 39,62,EUVD,Transmit,10700.0 - 11450.0,54.2 (EIRP),Europe,,,,,,X-Band,72,QPSK,0.42,1
INTELSAT 39,62,EUHD,Transmit,10700.0 - 11700.0,54.2 (EIRP),Europe,,,,,,X-Band,72,QPSK,0.42,1
INTELSAT 5,-137,CMDB,Receive,14497.5 - 14498.5,-12.6 (G/T),Global,,,,,,Ku-Band,1,QPSK,0.5,1
INTELSAT 5,-137,CMDG,Receive,14497.5 - 14498.5,-12.6 (G/T),Global,,,,,,Ku-Band,1,QPSK,0.5,1
INTELSAT 5,-137,CMDP,Receive,13998.5 - 13999.5,-25.3 (G/T),Global,,,,,,Ku-Band,1,QPSK,0.5,1
INTELSAT 5,-137,PCHU,Receive,5925.0 - 6425.0,0.6 (G/T),Asia Pacific,Western United States,,,,,C-Band,36,QPSK,0.5,1
INTELSAT 5,-137,PCVU,Receive,5925.0 - 6425.0,0.2 (G/T),Asia Pacific,Western United States,,,,,C-Band,36,QPSK,0.5,1
INTELSAT 5,-137,PKHV,Receive,14000.0 - 14250.0,-12.0 (G/T),Asia Pacific,Western United States,,,,,Ku-Band,36,QPSK,0.5,1
INTELSAT 5,-137,PCHD,Transmit,3700.0 - 4200.0,41.6 (EIRP),Asia Pacific,Western United States,,,,,C-Band,36,QPSK,0.5,1
INTELSAT 5,-137,PCVD,Transmit,3700.0 - 4200.0,41.0 (EIRP),Asia Pacific,Western United States,,,,,C-Band,36,QPSK,0.5,1
INTELSAT 5,-137,TLMB,Transmit,11450.75 - 11452.25,9.0 (EIRP),Global,,,,,,X-Band,1.5,QPSK,0.5,1
INTELSAT 5,-137,TLMG,Transmit,11450.75 - 11452.25,9.2 (EIRP),Global,,,,,,X-Band,1.5,QPSK,0.5,1
INTELSAT 5,-137,TLMP,Transmit,11450.75 - 11452.25,10.2 (EIRP),Global,,,,,,X-Band,1.5,QPSK,0.5,1
INTELSAT 5,-137,UPCL,Transmit,11453.987 - 11454.013,11.4 (EIRP),Global,,,,,,X-Band,0.026,QPSK,0.5,1
INTELSAT 5,-137,UPCR,Transmit,11453.987 - 11454.013,11.4 (EIRP),Global,,,,,,X-Band,0.026,QPSK,0.5,1
INTELSAT 5,-137,S1VD,Transmit,11450.0 - 11700.0,52.6 (EIRP),Global,,,,,,X-Band,36,QPSK,0.5,1
Intelsat 9,-50,CMDP,Receive,14000.0 - 14001.0,-99.0 (G/T),Global,,,,,,Ku-Band,1,QPSK,0.5,1
Intelsat 9,-50,CMDB,Receive,14494.0 - 14495.0,-99.0 (G/T),Global,,,,,,Ku-Band,1,QPSK,0.5,1
Intelsat 9,-50,AEVU,Receive,14000.0 - 14240.0,0.0 (G/T),North America,Europe,,,,,Ku-Band,240,QPSK,0.5,1
Intelsat 9,-50,MXVU,Receive,14240.0 - 14500.0,8.6 (G/T),Caribbean,,,,,,Ku-Band,260,QPSK,0.5,1
Intelsat 9,-50,MXHU,Receive,14260.0 - 14500.0,8.4 (G/T),Caribbean,,,,,,Ku-Band,240,QPSK,0.5,1
Intelsat 9,-50,BRHU,Receive,14000.0 - 14260.0,3.3 (G/T),Brazil,,,,,,Ku-Band,260,QPSK,0.5,1
